Time,Te,T_space_1,T_space_2,T_space_3,T_space_4,T_space_5,T_space_6,T_space_7,T_space_8,T_space_9,T_space_10,T_space_11,T_space_12,T_space_13,T_space_14,T_space_15,T_space_16,T_space_17,T_space_18,T_space_19,T_space_20,T_space_21,T_space_22,T_space_23,T_space_24,T_wall_1,T_wall_2,T_wall_3,T_wall_4,T_wall_5,T_wall_6,T_wall_7,T_wall_8,T_wall_9,T_wall_10,T_wall_11,T_wall_12,T_wall_13,T_wall_14,T_wall_15,T_wall_16,T_wall_17,T_wall_18,T_wall_19,T_wall_20,T_wall_21,T_wall_22,T_wall_23,T_wall_24,T_wall_25,T_wall_26,T_wall_27,T_wall_28,T_wall_29,T_wall_30,T_wall_31,T_wall_32,T_wall_33,T_wall_34,T_wall_35,T_wall_36,T_wall_37,T_wall_38,T_wall_39,T_wall_40,T_wall_41,T_wall_42,T_wall_43,T_wall_44,T_wall_45,T_wall_46,T_wall_47,T_wall_48,T_wall_49,T_wall_50,T_wall_51,T_wall_52,T_wall_53,T_wall_54,T_wall_55,T_wall_56,T_wall_57,T_wall_58,T_wall_59,T_wall_60,T_wall_61,T_wall_62,T_wall_63,T_wall_64,T_wall_65,T_wall_66,T_wall_67,T_wall_68,T_wall_69,T_wall_70,T_wall_71,T_wall_72,T_floor_1,T_floor_2,T_floor_3,T_floor_4,T_floor_5,T_floor_6,T_floor_7,T_floor_8,T_floor_9,T_floor_10,T_floor_11,T_floor_12,T_floor_13,T_floor_14,T_floor_15,T_floor_16,T_floor_17,T_floor_18,T_floor_19,T_floor_20,T_floor_21,T_floor_22,T_floor_23,T_floor_24,T_floor_25,T_floor_26,T_floor_27,T_floor_28,T_floor_29,T_floor_30,T_floor_31,T_floor_32
2014-Jul-26 12:00:00,23.9,21.0844,21.0844,21.1537,21.1537,21.1948,21.2072,21.2072,21.1948,21.2059,21.2096,21.2096,21.2059,21.0844,21.0844,21.1537,21.1537,21.1948,21.2072,21.2072,21.1948,21.2059,21.2096,21.2096,21.2059,20.9923,20.9923,20.9923,20.9995,20.9923,20.9923,20.9923,20.9995,21.0734,21.0734,21.0734,21.0767,21.0734,21.0734,21.0734,21.0767,21.1157,21.1157,21.1294,21.1237,21.1251,21.1352,21.1352,21.1251,21.1294,21.1352,21.1157,21.1157,21.1237,21.1221,21.1221,21.1335,21.1292,21.128,21.1378,21.1378,21.128,21.1335,21.1378,21.1221,21.1221,21.1292,20.9923,20.9923,20.9923,20.9923,20.9923,20.9923,21.0734,21.0734,21.0734,21.0734,21.0734,21.0734,21.1157,21.1294,21.1157,21.1352,21.1251,21.1294,21.1251,21.1157,21.1157,21.1221,21.1335,21.1221,21.1378,21.128,21.1335,21.128,21.1221,21.1221,20.9563,21.0381,20.9563,21.0381,21.1002,21.1002,21.1264,21.1251,21.1365,21.1251,21.1365,21.1264,21.1221,21.128,21.128,21.1221,20.9563,21.0381,20.9563,21.0381,21.1002,21.1002,21.1264,21.1251,21.1365,21.1251,21.1365,21.1264,21.1221,21.128,21.128,21.1221
2014-Jul-26 13:00:00,23.3,21.0826,21.0826,21.1546,21.1546,21.1973,21.2097,21.2097,21.1973,21.2067,21.2122,21.2122,21.2067,21.0826,21.0826,21.1546,21.1546,21.1973,21.2097,21.2097,21.1973,21.2067,21.2122,21.2122,21.2067,21.005,21.005,21.005,21.0106,21.005,21.005,21.005,21.0106,21.0853,21.0853,21.0853,21.087,21.0853,21.0853,21.0853,21.087,21.1274,21.1274,21.1391,21.1332,21.137,21.1449,21.1449,21.137,21.1391,21.1449,21.1274,21.1274,21.1332,21.134,21.134,21.1434,21.1394,21.1398,21.1475,21.1475,21.1398,21.1434,21.1475,21.134,21.134,21.1394,21.005,21.005,21.005,21.005,21.005,21.005,21.0853,21.0853,21.0853,21.0853,21.0853,21.0853,21.1274,21.1391,21.1274,21.1449,21.137,21.1391,21.137,21.1274,21.1274,21.134,21.1434,21.134,21.1475,21.1398,21.1434,21.1398,21.134,21.134,20.9573,21.0488,20.9573,21.0488,21.1101,21.1101,21.1363,21.137,21.1462,21.137,21.1462,21.1363,21.134,21.1398,21.1398,21.134,20.9573,21.0488,20.9573,21.0488,21.1101,21.1101,21.1363,21.137,21.1462,21.137,21.1462,21.1363,21.134,21.1398,21.1398,21.134
2014-Jul-26 14:00:00,24.1,21.1097,21.1097,21.1803,21.1803,21.2199,21.2323,21.2323,21.2199,21.2323,21.2348,21.2348,21.2323,21.1097,21.1097,21.1803,21.1803,21.2199,21.2323,21.2323,21.2199,21.2323,21.2348,21.2348,21.2323,21.0174,21.0174,21.0174,21.0212,21.0174,21.0174,21.0174,21.0212,21.097,21.097,21.097,21.097,21.097,21.097,21.097,21.097,21.139,21.139,21.1486,21.1427,21.1487,21.1544,21.1544,21.1487,21.1486,21.1544,21.139,21.139,21.1427,21.1458,21.1458,21.1532,21.1494,21.1515,21.157,21.157,21.1515,21.1532,21.157,21.1458,21.1458,21.1494,21.0174,21.0174,21.0174,21.0174,21.0174,21.0174,21.097,21.097,21.097,21.097,21.097,21.097,21.139,21.1486,21.139,21.1544,21.1487,21.1486,21.1487,21.139,21.139,21.1458,21.1532,21.1458,21.157,21.1515,21.1532,21.1515,21.1458,21.1458,20.9586,21.0591,20.9586,21.0591,21.1198,21.1198,21.146,21.1487,21.1557,21.1487,21.1557,21.146,21.1458,21.1515,21.1515,21.1458,20.9586,21.0591,20.9586,21.0591,21.1198,21.1198,21.146,21.1487,21.1557,21.1487,21.1557,21.146,21.1458,21.1515,21.1515,21.1458
2014-Jul-26 15:00:00,24.4,21.1338,21.1338,21.2054,21.2054,21.2446,21.2569,21.2569,21.2446,21.2573,21.2594,21.2594,21.2573,21.1338,21.1338,21.2054,21.2054,21.2446,21.2569,21.2569,21.2446,21.2573,21.2594,21.2594,21.2573,21.0324,21.0324,21.0324,21.0343,21.0324,21.0324,21.0324,21.0343,21.1113,21.1113,21.1113,21.1096,21.1113,21.1113,21.1113,21.1096,21.1531,21.1531,21.1604,21.1545,21.1629,21.1663,21.1663,21.1629,21.1604,21.1663,21.1531,21.1531,21.1545,21.1602,21.1602,21.1654,21.1619,21.1657,21.1689,21.1689,21.1657,21.1654,21.1689,21.1602,21.1602,21.1619,21.0324,21.0324,21.0324,21.0324,21.0324,21.0324,21.1113,21.1113,21.1113,21.1113,21.1113,21.1113,21.1531,21.1604,21.1531,21.1663,21.1629,21.1604,21.1629,21.1531,21.1531,21.1602,21.1654,21.1602,21.1689,21.1657,21.1654,21.1657,21.1602,21.1602,20.9614,21.0719,20.9614,21.0719,21.132,21.132,21.1582,21.1629,21.1676,21.1629,21.1676,21.1582,21.1602,21.1657,21.1657,21.1602,20.9614,21.0719,20.9614,21.0719,21.132,21.132,21.1582,21.1629,21.1676,21.1629,21.1676,21.1582,21.1602,21.1657,21.1657,21.1602
2014-Jul-26 16:00:00,24.3,21.1454,21.1454,21.2186,21.2186,21.2578,21.2701,21.2701,21.2578,21.2704,21.2726,21.2726,21.2704,21.1454,21.1454,21.2186,21.2186,21.2578,21.2701,21.2701,21.2578,21.2704,21.2726,21.2726,21.2704,21.0479,21.0479,21.0479,21.0479,21.0479,21.0479,21.0479,21.0479,21.1262,21.1262,21.1262,21.1228,21.1262,21.1262,21.1262,21.1228,21.1677,21.1677,21.173,21.1671,21.1777,21.1789,21.1789,21.1777,21.173,21.1789,21.1677,21.1677,21.1671,21.175,21.175,21.1783,21.1751,21.1804,21.1815,21.1815,21.1804,21.1783,21.1815,21.175,21.175,21.1751,21.0479,21.0479,21.0479,21.0479,21.0479,21.0479,21.1262,21.1262,21.1262,21.1262,21.1262,21.1262,21.1677,21.173,21.1677,21.1789,21.1777,21.173,21.1777,21.1677,21.1677,21.175,21.1783,21.175,21.1815,21.1804,21.1783,21.1804,21.175,21.175,20.9649,21.0854,20.9649,21.0854,21.1449,21.1449,21.1711,21.1777,21.1802,21.1777,21.1802,21.1711,21.175,21.1804,21.1804,21.175,20.9649,21.0854,20.9649,21.0854,21.1449,21.1449,21.1711,21.1777,21.1802,21.1777,21.1802,21.1711,21.175,21.1804,21.1804,21.175
2014-Jul-26 17:00:00,24.5,21.1625,21.1625,21.2363,21.2363,21.2743,21.2865,21.2865,21.2743,21.288,21.2891,21.2891,21.288,21.1625,21.1625,21.2363,21.2363,21.2743,21.2865,21.2865,21.2743,21.288,21.2891,21.2891,21.288,21.0632,21.0632,21.0632,21.0614,21.0632,21.0632,21.0632,21.0614,21.1411,21.1411,21.1411,21.1362,21.1411,21.1411,21.1411,21.1362,21.1823,21.1823,21.1857,21.1797,21.1924,21.1917,21.1917,21.1924,21.1857,21.1917,21.1823,21.1823,21.1797,21.1899,21.1899,21.1913,21.1884,21.1951,21.1942,21.1942,21.1951,21.1913,21.1942,21.1899,21.1899,21.1884,21.0632,21.0632,21.0632,21.0632,21.0632,21.0632,21.1411,21.1411,21.1411,21.1411,21.1411,21.1411,21.1823,21.1857,21.1823,21.1917,21.1924,21.1857,21.1924,21.1823,21.1823,21.1899,21.1913,21.1899,21.1942,21.1951,21.1913,21.1951,21.1899,21.1899,20.9689,21.0988,20.9689,21.0988,21.1579,21.1579,21.184,21.1924,21.1929,21.1924,21.1929,21.184,21.1899,21.1951,21.1951,21.1899,20.9689,21.0988,20.9689,21.0988,21.1579,21.1579,21.184,21.1924,21.1929,21.1924,21.1929,21.184,21.1899,21.1951,21.1951,21.1899
2014-Jul-26 18:00:00,23.7,21.1546,21.1546,21.2312,21.2312,21.2708,21.283,21.283,21.2708,21.2829,21.2856,21.2856,21.2829,21.1546,21.1546,21.2312,21.2312,21.2708,21.283,21.283,21.2708,21.2829,21.2856,21.2856,21.2829,21.0774,21.0774,21.0774,21.0741,21.0774,21.0774,21.0774,21.0741,21.1549,21.1549,21.1549,21.1489,21.1549,21.1549,21.1549,21.1489,21.1958,21.1958,21.1977,21.1917,21.2059,21.2037,21.2037,21.2059,21.1977,21.2037,21.1958,21.1958,21.1917,21.2037,21.2037,21.2036,21.201,21.2087,21.2062,21.2062,21.2087,21.2036,21.2062,21.2037,21.2037,21.201,21.0774,21.0774,21.0774,21.0774,21.0774,21.0774,21.1549,21.1549,21.1549,21.1549,21.1549,21.1549,21.1958,21.1977,21.1958,21.2037,21.2059,21.1977,21.2059,21.1958,21.1958,21.2037,21.2036,21.2037,21.2062,21.2087,21.2036,21.2087,21.2037,21.2037,20.9731,21.1115,20.9731,21.1115,21.1703,21.1703,21.1963,21.2059,21.2049,21.2059,21.2049,21.1963,21.2037,21.2087,21.2087,21.2037,20.9731,21.1115,20.9731,21.1115,21.1703,21.1703,21.1963,21.2059,21.2049,21.2059,21.2049,21.1963,21.2037,21.2087,21.2087,21.2037
2014-Jul-26 19:00:00,21.6,21.1023,21.1023,21.1833,21.1833,21.2266,21.2387,21.2387,21.2266,21.2349,21.2414,21.2414,21.2349,21.1023,21.1023,21.1833,21.1833,21.2266,21.2387,21.2387,21.2266,21.2349,21.2414,21.2414,21.2349,21.0852,21.0852,21.0852,21.0813,21.0852,21.0852,21.0852,21.0813,21.1624,21.1624,21.1624,21.1563,21.1624,21.1624,21.1624,21.1563,21.2031,21.2031,21.2046,21.1986,21.2133,21.2106,21.2106,21.2133,21.2046,21.2106,21.2031,21.2031,21.1986,21.2112,21.2112,21.2108,21.2083,21.216,21.2132,21.2132,21.216,21.2108,21.2132,21.2112,21.2112,21.2083,21.0852,21.0852,21.0852,21.0852,21.0852,21.0852,21.1624,21.1624,21.1624,21.1624,21.1624,21.1624,21.2031,21.2046,21.2031,21.2106,21.2133,21.2046,21.2133,21.2031,21.2031,21.2112,21.2108,21.2112,21.2132,21.216,21.2108,21.216,21.2112,21.2112,20.9755,21.1188,20.9755,21.1188,21.1774,21.1774,21.2035,21.2133,21.2119,21.2133,21.2119,21.2035,21.2112,21.216,21.216,21.2112,20.9755,21.1188,20.9755,21.1188,21.1774,21.1774,21.2035,21.2133,21.2119,21.2133,21.2119,21.2035,21.2112,21.216,21.216,21.2112
2014-Jul-26 20:00:00,20.9,21.0729,21.0729,21.1536,21.1536,21.1959,21.208,21.208,21.1959,21.2052,21.2108,21.2108,21.2052,21.0729,21.0729,21.1536,21.1536,21.1959,21.208,21.208,21.1959,21.2052,21.2108,21.2108,21.2052,21.0857,21.0857,21.0857,21.0816,21.0857,21.0857,21.0857,21.0816,21.1628,21.1628,21.1628,21.1572,21.1628,21.1628,21.1628,21.1572,21.2034,21.2034,21.2053,21.1993,21.2137,21.2113,21.2113,21.2137,21.2053,21.2113,21.2034,21.2034,21.1993,21.2116,21.2116,21.2115,21.2092,21.2164,21.2139,21.2139,21.2164,21.2115,21.2139,21.2116,21.2116,21.2092,21.0857,21.0857,21.0857,21.0857,21.0857,21.0857,21.1628,21.1628,21.1628,21.1628,21.1628,21.1628,21.2034,21.2053,21.2034,21.2113,21.2137,21.2053,21.2137,21.2034,21.2034,21.2116,21.2115,21.2116,21.2139,21.2164,21.2115,21.2164,21.2116,21.2116,20.9753,21.1194,20.9753,21.1194,21.1782,21.1782,21.2042,21.2137,21.2126,21.2137,21.2126,21.2042,21.2116,21.2164,21.2164,21.2116,20.9753,21.1194,20.9753,21.1194,21.1782,21.1782,21.2042,21.2137,21.2126,21.2137,21.2126,21.2042,21.2116,21.2164,21.2164,21.2116
2014-Jul-26 21:00:00,20.9,21.0676,21.0676,21.1476,21.1476,21.1888,21.2009,21.2009,21.1888,21.1992,21.2037,21.2037,21.1992,21.0676,21.0676,21.1476,21.1476,21.1888,21.2009,21.2009,21.1888,21.1992,21.2037,21.2037,21.1992,21.0843,21.0843,21.0843,21.08,21.0843,21.0843,21.0843,21.08,21.1613,21.1613,21.1613,21.1561,21.1613,21.1613,21.1613,21.1561,21.2018,21.2018,21.2041,21.1981,21.2121,21.2101,21.2101,21.2121,21.2041,21.2101,21.2018,21.2018,21.1981,21.2101,21.2101,21.2104,21.208,21.2148,21.2127,21.2127,21.2148,21.2104,21.2127,21.2101,21.2101,21.208,21.0843,21.0843,21.0843,21.0843,21.0843,21.0843,21.1613,21.1613,21.1613,21.1613,21.1613,21.1613,21.2018,21.2041,21.2018,21.2101,21.2121,21.2041,21.2121,21.2018,21.2018,21.2101,21.2104,21.2101,21.2127,21.2148,21.2104,21.2148,21.2101,21.2101,20.9743,21.118,20.9743,21.118,21.1771,21.1771,21.203,21.2121,21.2114,21.2121,21.2114,21.203,21.2101,21.2148,21.2148,21.2101,20.9743,21.118,20.9743,21.118,21.1771,21.1771,21.203,21.2121,21.2114,21.2121,21.2114,21.203,21.2101,21.2148,21.2148,21.2101
2014-Jul-26 22:00:00,19.3,21.0223,21.0223,21.1055,21.1055,21.1505,21.1626,21.1626,21.1505,21.1571,21.1654,21.1654,21.1571,21.0223,21.0223,21.1055,21.1055,21.1505,21.1626,21.1626,21.1505,21.1571,21.1654,21.1654,21.1571,21.0797,21.0797,21.0797,21.0758,21.0797,21.0797,21.0797,21.0758,21.1567,21.1567,21.1567,21.1524,21.1567,21.1567,21.1567,21.1524,21.1971,21.1971,21.2004,21.1944,21.2075,21.2064,21.2064,21.2075,21.2004,21.2064,21.1971,21.1971,21.1944,21.2055,21.2055,21.2067,21.2043,21.2102,21.209,21.209,21.2102,21.2067,21.209,21.2055,21.2055,21.2043,21.0797,21.0797,21.0797,21.0797,21.0797,21.0797,21.1567,21.1567,21.1567,21.1567,21.1567,21.1567,21.1971,21.2004,21.1971,21.2064,21.2075,21.2004,21.2075,21.1971,21.1971,21.2055,21.2067,21.2055,21.209,21.2102,21.2067,21.2102,21.2055,21.2055,20.9722,21.1141,20.9722,21.1141,21.1734,21.1734,21.1993,21.2075,21.2077,21.2075,21.2077,21.1993,21.2055,21.2102,21.2102,21.2055,20.9722,21.1141,20.9722,21.1141,21.1734,21.1734,21.1993,21.2075,21.2077,21.2075,21.2077,21.1993,21.2055,21.2102,21.2102,21.2055
2014-Jul-26 23:00:00,18.2,20.9757,20.9757,21.0591,21.0591,21.1052,21.1174,21.1174,21.1052,21.1108,21.1201,21.1201,21.1108,20.9757,20.9757,21.0591,21.0591,21.1052,21.1174,21.1174,21.1052,21.1108,21.1201,21.1201,21.1108,21.0687,21.0687,21.0687,21.0657,21.0687,21.0687,21.0687,21.0657,21.1457,21.1457,21.1457,21.143,21.1457,21.1457,21.1457,21.143,21.1862,21.1862,21.1911,21.1851,21.1967,21.1971,21.1971,21.1967,21.1911,21.1971,21.1862,21.1862,21.1851,21.1946,21.1946,21.1973,21.1949,21.1993,21.1998,21.1998,21.1993,21.1973,21.1998,21.1946,21.1946,21.1949,21.0687,21.0687,21.0687,21.0687,21.0687,21.0687,21.1457,21.1457,21.1457,21.1457,21.1457,21.1457,21.1862,21.1911,21.1862,21.1971,21.1967,21.1911,21.1967,21.1862,21.1862,21.1946,21.1973,21.1946,21.1998,21.1993,21.1973,21.1993,21.1946,21.1946,20.9677,21.1044,20.9677,21.1044,21.164,21.164,21.19,21.1967,21.1985,21.1967,21.1985,21.19,21.1946,21.1993,21.1993,21.1946,20.9677,21.1044,20.9677,21.1044,21.164,21.164,21.19,21.1967,21.1985,21.1967,21.1985,21.19,21.1946,21.1993,21.1993,21.1946
2014-Jul-27 00:00:00,18.5,20.9658,20.9658,21.0468,21.0468,21.091,21.1033,21.1033,21.091,21.0985,21.106,21.106,21.0985,20.9658,20.9658,21.0468,21.0468,21.091,21.1033,21.1033,21.091,21.0985,21.106,21.106,21.0985,21.0554,21.0554,21.0554,21.0531,21.0554,21.0554,21.0554,21.0531,21.1324,21.1324,21.1324,21.131,21.1324,21.1324,21.1324,21.131,21.173,21.173,21.1795,21.1734,21.1835,21.1855,21.1855,21.1835,21.1795,21.1855,21.173,21.173,21.1734,21.1813,21.1813,21.1855,21.1829,21.1862,21.1882,21.1882,21.1862,21.1855,21.1882,21.1813,21.1813,21.1829,21.0554,21.0554,21.0554,21.0554,21.0554,21.0554,21.1324,21.1324,21.1324,21.1324,21.1324,21.1324,21.173,21.1795,21.173,21.1855,21.1835,21.1795,21.1835,21.173,21.173,21.1813,21.1855,21.1813,21.1882,21.1862,21.1855,21.1862,21.1813,21.1813,20.9618,21.0921,20.9618,21.0921,21.1522,21.1522,21.1782,21.1835,21.1868,21.1835,21.1868,21.1782,21.1813,21.1862,21.1862,21.1813,20.9618,21.0921,20.9618,21.0921,21.1522,21.1522,21.1782,21.1835,21.1868,21.1835,21.1868,21.1782,21.1813,21.1862,21.1862,21.1813
2014-Jul-27 01:00:00,18.7,20.9622,20.9622,21.0422,21.0422,21.0865,21.0989,21.0989,21.0865,21.0941,21.1016,21.1016,21.0941,20.9622,20.9622,21.0422,21.0422,21.0865,21.0989,21.0989,21.0865,21.0941,21.1016,21.1016,21.0941,21.0434,21.0434,21.0434,21.0418,21.0434,21.0434,21.0434,21.0418,21.1204,21.1204,21.1204,21.12,21.1204,21.1204,21.1204,21.12,21.161,21.161,21.1688,21.1627,21.1716,21.1748,21.1748,21.1716,21.1688,21.1748,21.161,21.161,21.1627,21.1692,21.1692,21.1747,21.1718,21.1743,21.1775,21.1775,21.1743,21.1747,21.1775,21.1692,21.1692,21.1718,21.0434,21.0434,21.0434,21.0434,21.0434,21.0434,21.1204,21.1204,21.1204,21.1204,21.1204,21.1204,21.161,21.1688,21.161,21.1748,21.1716,21.1688,21.1716,21.161,21.161,21.1692,21.1747,21.1692,21.1775,21.1743,21.1747,21.1743,21.1692,21.1692,20.9561,21.0809,20.9561,21.0809,21.1414,21.1414,21.1673,21.1716,21.1761,21.1716,21.1761,21.1673,21.1692,21.1743,21.1743,21.1692,20.9561,21.0809,20.9561,21.0809,21.1414,21.1414,21.1673,21.1716,21.1761,21.1716,21.1761,21.1673,21.1692,21.1743,21.1743,21.1692
2014-Jul-27 02:00:00,18.7,20.9534,20.9534,21.033,21.033,21.0778,21.0903,21.0903,21.0778,21.0848,21.0929,21.0929,21.0848,20.9534,20.9534,21.033,21.033,21.0778,21.0903,21.0903,21.0778,21.0848,21.0929,21.0929,21.0848,21.032,21.032,21.032,21.031,21.032,21.032,21.032,21.031,21.1089,21.1089,21.1089,21.1095,21.1089,21.1089,21.1089,21.1095,21.1497,21.1497,21.1585,21.1525,21.1603,21.1646,21.1646,21.1603,21.1585,21.1646,21.1497,21.1497,21.1525,21.1578,21.1578,21.1643,21.1613,21.163,21.1673,21.1673,21.163,21.1643,21.1673,21.1578,21.1578,21.1613,21.032,21.032,21.032,21.032,21.032,21.032,21.1089,21.1089,21.1089,21.1089,21.1089,21.1089,21.1497,21.1585,21.1497,21.1646,21.1603,21.1585,21.1603,21.1497,21.1497,21.1578,21.1643,21.1578,21.1673,21.163,21.1643,21.163,21.1578,21.1578,20.9504,21.0703,20.9504,21.0703,21.131,21.131,21.1569,21.1603,21.1659,21.1603,21.1659,21.1569,21.1578,21.163,21.163,21.1578,20.9504,21.0703,20.9504,21.0703,21.131,21.131,21.1569,21.1603,21.1659,21.1603,21.1659,21.1569,21.1578,21.163,21.163,21.1578
2014-Jul-27 03:00:00,18.8,20.9463,20.9463,21.025,21.025,21.0699,21.0825,21.0825,21.0699,21.0769,21.0851,21.0851,21.0769,20.9463,20.9463,21.025,21.025,21.0699,21.0825,21.0825,21.0699,21.0769,21.0851,21.0851,21.0769,21.021,21.021,21.021,21.0206,21.021,21.021,21.021,21.0206,21.0978,21.0978,21.0978,21.0992,21.0978,21.0978,21.0978,21.0992,21.1386,21.1386,21.1485,21.1424,21.1493,21.1546,21.1546,21.1493,21.1485,21.1546,21.1386,21.1386,21.1424,21.1467,21.1467,21.1541,21.151,21.152,21.1572,21.1572,21.152,21.1541,21.1572,21.1467,21.1467,21.151,21.021,21.021,21.021,21.021,21.021,21.021,21.0978,21.0978,21.0978,21.0978,21.0978,21.0978,21.1386,21.1485,21.1386,21.1546,21.1493,21.1485,21.1493,21.1386,21.1386,21.1467,21.1541,21.1467,21.1572,21.152,21.1541,21.152,21.1467,21.1467,20.9446,21.0599,20.9446,21.0599,21.1208,21.1208,21.1467,21.1493,21.1559,21.1493,21.1559,21.1467,21.1467,21.152,21.152,21.1467,20.9446,21.0599,20.9446,21.0599,21.1208,21.1208,21.1467,21.1493,21.1559,21.1493,21.1559,21.1467,21.1467,21.152,21.152,21.1467
2014-Jul-27 04:00:00,18.8,20.9375,20.9375,21.0156,21.0156,21.0609,21.0735,21.0735,21.0609,21.0676,21.0761,21.0761,21.0676,20.9375,20.9375,21.0156,21.0156,21.0609,21.0735,21.0735,21.0609,21.0676,21.0761,21.0761,21.0676,21.0103,21.0103,21.0103,21.0105,21.0103,21.0103,21.0103,21.0105,21.087,21.087,21.087,21.0891,21.087,21.087,21.087,21.0891,21.1279,21.1279,21.1387,21.1326,21.1387,21.1448,21.1448,21.1387,21.1387,21.1448,21.1279,21.1279,21.1326,21.1359,21.1359,21.1442,21.1409,21.1414,21.1474,21.1474,21.1414,21.1442,21.1474,21.1359,21.1359,21.1409,21.0103,21.0103,21.0103,21.0103,21.0103,21.0103,21.087,21.087,21.087,21.087,21.087,21.087,21.1279,21.1387,21.1279,21.1448,21.1387,21.1387,21.1387,21.1279,21.1279,21.1359,21.1442,21.1359,21.1474,21.1414,21.1442,21.1414,21.1359,21.1359,20.9387,21.0498,20.9387,21.0498,21.1108,21.1108,21.1368,21.1387,21.1461,21.1387,21.1461,21.1368,21.1359,21.1414,21.1414,21.1359,20.9387,21.0498,20.9387,21.0498,21.1108,21.1108,21.1368,21.1387,21.1461,21.1387,21.1461,21.1368,21.1359,21.1414,21.1414,21.1359
2014-Jul-27 05:00:00,18.5,20.9199,20.9199,20.998,20.998,21.0442,21.0569,21.0569,21.0442,21.0499,21.0595,21.0595,21.0499,20.9199,20.9199,20.998,20.998,21.0442,21.0569,21.0569,21.0442,21.0499,21.0595,21.0595,21.0499,20.9992,20.9992,20.9992,21.0001,20.9992,20.9992,20.9992,21.0001,21.0757,21.0757,21.0757,21.0786,21.0757,21.0757,21.0757,21.0786,21.1168,21.1168,21.1284,21.1223,21.1276,21.1346,21.1346,21.1276,21.1284,21.1346,21.1168,21.1168,21.1223,21.1246,21.1246,21.1338,21.1304,21.1302,21.1372,21.1372,21.1302,21.1338,21.1372,21.1246,21.1246,21.1304,20.9992,20.9992,20.9992,20.9992,20.9992,20.9992,21.0757,21.0757,21.0757,21.0757,21.0757,21.0757,21.1168,21.1284,21.1168,21.1346,21.1276,21.1284,21.1276,21.1168,21.1168,21.1246,21.1338,21.1246,21.1372,21.1302,21.1338,21.1302,21.1246,21.1246,20.9324,21.0393,20.9324,21.0393,21.1004,21.1004,21.1264,21.1276,21.1359,21.1276,21.1359,21.1264,21.1246,21.1302,21.1302,21.1246,20.9324,21.0393,20.9324,21.0393,21.1004,21.1004,21.1264,21.1276,21.1359,21.1276,21.1359,21.1264,21.1246,21.1302,21.1302,21.1246
2014-Jul-27 06:00:00,18.8,20.916,20.916,20.9924,20.9924,21.0379,21.0506,21.0506,21.0379,21.0444,21.0532,21.0532,21.0444,20.916,20.916,20.9924,20.9924,21.0379,21.0506,21.0506,21.0379,21.0444,21.0532,21.0532,21.0444,20.9879,20.9879,20.9879,20.9894,20.9879,20.9879,20.9879,20.9894,21.0642,21.0642,21.0642,21.0677,21.0642,21.0642,21.0642,21.0677,21.1054,21.1054,21.1179,21.1117,21.1163,21.1241,21.1241,21.1163,21.1179,21.1241,21.1054,21.1054,21.1117,21.1131,21.1131,21.1232,21.1196,21.1189,21.1267,21.1267,21.1189,21.1232,21.1267,21.1131,21.1131,21.1196,20.9879,20.9879,20.9879,20.9879,20.9879,20.9879,21.0642,21.0642,21.0642,21.0642,21.0642,21.0642,21.1054,21.1179,21.1054,21.1241,21.1163,21.1179,21.1163,21.1054,21.1054,21.1131,21.1232,21.1131,21.1267,21.1189,21.1232,21.1189,21.1131,21.1131,20.9258,21.0286,20.9258,21.0286,21.0897,21.0897,21.1157,21.1163,21.1254,21.1163,21.1254,21.1157,21.1131,21.1189,21.1189,21.1131,20.9258,21.0286,20.9258,21.0286,21.0897,21.0897,21.1157,21.1163,21.1254,21.1163,21.1254,21.1157,21.1131,21.1189,21.1189,21.1131
2014-Jul-27 07:00:00,19.4,20.9248,20.9248,20.9996,20.9996,21.0441,21.057,21.057,21.0441,21.0517,21.0595,21.0595,21.0517,20.9248,20.9248,20.9996,20.9996,21.0441,21.057,21.057,21.0441,21.0517,21.0595,21.0595,21.0517,20.9787,20.9787,20.9787,20.9805,20.9787,20.9787,20.9787,20.9805,21.0548,21.0548,21.0548,21.0586,21.0548,21.0548,21.0548,21.0586,21.0961,21.0961,21.109,21.1028,21.1071,21.1152,21.1152,21.1071,21.109,21.1152,21.0961,21.0961,21.1028,21.1037,21.1037,21.1142,21.1105,21.1097,21.1178,21.1178,21.1097,21.1142,21.1178,21.1037,21.1037,21.1105,20.9787,20.9787,20.9787,20.9787,20.9787,20.9787,21.0548,21.0548,21.0548,21.0548,21.0548,21.0548,21.0961,21.109,21.0961,21.1152,21.1071,21.109,21.1071,21.0961,21.0961,21.1037,21.1142,21.1037,21.1178,21.1097,21.1142,21.1097,21.1037,21.1037,20.9198,21.0196,20.9198,21.0196,21.0807,21.0807,21.1066,21.1071,21.1165,21.1071,21.1165,21.1066,21.1037,21.1097,21.1097,21.1037,20.9198,21.0196,20.9198,21.0196,21.0807,21.0807,21.1066,21.1071,21.1165,21.1071,21.1165,21.1066,21.1037,21.1097,21.1097,21.1037
